"Verona","Feather","Freeport","Fremont","AltChannel","PropFremont","Date"
49646.232625,24738,61678.3070833333,0,2927.91341666667,0.123675566227965,1996-12-26
46487.1349166667,22117,57919.922375,0,2927.02795833333,0.125005662952636,1996-12-27
45327.058375,25026,57821.8709583333,0,2929.52879166667,0.162241555650933,1996-12-28
52469.7731666667,40358,70251.3159166666,1989.91044166667,3236.80483333333,0.441017624134388,1996-12-29
57942.841125,70363,87517.3105416667,44791.5398916667,4301.25658333333,1,1996-12-30
57957.0854166667,90110,93922.83975,75731.762575,4432.34725,1,1996-12-31
60475.4470416667,114737,97369.6400833334,109349.09755,4926.30891666667,1,1997-01-01
77095.398375,171038,90705.0461666667,163992.1333875,6001.08016666667,1,1997-01-02
93253.34625,283667,102199.957458333,278718.170954167,8193.95125,1,1997-01-03
87051.8844583333,221269,102328.181875,262844.471379167,8072.40020833333,1,1997-01-04
93791.4065833333,173428,98205.27075,278558.2748,8358.654,1,1997-01-05
89627.6130416667,138235,95372.7532083333,248311.975,7812.629,1,1997-01-06
80661.6395416666,108459,91883.3213333333,190312.2994375,6633.66916666667,1,1997-01-07
79192.3629166667,101190,86433.8793333333,169402.826175,6168.77933333333,1,1997-01-08
77717.47675,88534,83406.58125,153399.558158333,5832.66295833333,1,1997-01-09
74072.6850833333,73462,82570.8117916667,129534.120441667,5326.84970833333,1,1997-01-10
70844.4844166667,64094,81776.059875,107687.176425,4904.34420833333,0.991908339566525,1997-01-11
63962.309,58415,87649.1404166667,94505.0960375,4704.6465,0.999886022171457,1997-01-12
61443.3152916667,48098,87116.875125,79931.0393083333,4509.1715,0.909763854781763,1997-01-13
61231.258875,38443,83987.9742916667,65046.6225791666,4296.14895833333,0.793032335537558,1997-01-14
60803.5339166667,31589,82193.833,54563.7857291667,4159.604875,0.704751800759019,1997-01-15
61017.6237083333,28772,80087.0375416667,47787.5905583333,4192.19479166667,0.648754648804381,1997-01-16
61740.6461666667,26764,77661.8224166666,42024.6384875,4222.10016666667,0.595829642559067,1997-01-17
62257.203125,23975,75135.2322083333,37089.0275166667,4157.405625,0.539785500891814,1997-01-18
61989.5694583333,20642,72767.3164583333,30652.3579125,4573.53891666667,0.476924918021107,1997-01-19
61523.95575,18977,70749.81025,24781.63835,4546.97504166667,0.422568588578285,1997-01-20
60619.6370833333,19251,69911.56875,19580.7491041667,4391.04508333333,0.382017998952657,1997-01-21
59647.370625,19521,69527.197375,15672.0229041667,4212.34033333333,0.346836014434944,1997-01-22
58175.405875,24668,76687.39,17659.0078375,4285.26841666667,0.45053933659394,1997-01-23
58159.0938333333,55285,90224.187125,55948.6438333333,4278.11720833333,1,1997-01-24
57068.18925,59135,94749.1639166667,76769.8190916667,4456.085375,1,1997-01-25
57434.90025,51960,95408.8993333333,82648.6802833333,4542.85745833333,1,1997-01-26
58402.924375,61789,97256.1917083333,98542.4286708333,4733.91433333333,1,1997-01-27
59249.2414583334,61589,98346.0906666667,110052.491775,4940.51258333333,1,1997-01-28
59235.8812916667,46720,97755.3472916667,109693.871308333,4935.91870833333,0.966836826368267,1997-01-29
59783.5417916667,49130,96650.988875,107763.389216667,4893.717625,0.978099066791764,1997-01-30
60814.586,49447,93059.9043333333,100169.422579167,4753.86920833333,0.960810684784995,1997-01-31
62534.416625,47741,87973.8949166667,88051.4815333334,4610.525875,0.911907145043517,1997-02-01
63545.238,47951,81786.9079583333,78169.4325333333,4476.80329166667,0.841555883294133,1997-02-02
64213.1682916667,46993,78361.3155833333,69581.5341916667,4341.74116666667,0.81136787139555,1997-02-03
63932.8734166667,46048,76782.95525,61938.7944208333,4234.73566666667,0.787551322327668,1997-02-04
63194.69575,44798,75879.835375,54197.0523625,4128.877625,0.760555159602752,1997-02-05
62475.4084166667,45783,75140.3191666667,45658.9228166667,4165.52458333333,0.749433019805829,1997-02-06
62085.2099583333,46218,74605.1614166667,37607.1949291667,4117.87233333333,0.724918626428199,1997-02-07
61241.140875,43378,73575.6905,31103.5730541667,4576.69504166667,0.666803629157664,1997-02-08
60651.6891666667,39502,71731.3387083333,24569.2350041667,4504.342875,0.579278789877851,1997-02-09
60208.5305833333,36839,69826.1555,19045.1900541667,4319.91658333333,0.500316655788087,1997-02-10
59525.268875,34877,67860.3152083333,14014.1002916667,4114.42779166667,0.424130599151138,1997-02-11
58962.6167916667,33760,66035.8367083333,8427.78269583333,3866.048,0.328164108870233,1997-02-12
58016.4109583333,32782,64381.997875,3698.03943333333,3607.10054166667,0.224735153389104,1997-02-13
56681.5437083333,30980,62911.1605,767.3455,3240.09275,0.135044336526534,1997-02-14
54226.2895833333,28946,60620.5868333333,18.5919208333333,2952.50325,0.105293073639456,1997-02-15
50586.0109166667,26516,57096.2987916667,0,2931.55704166667,0.126264604756523,1997-02-16
46092.6338333333,23866,52598.99225,0,2923.424125,0.134003316757935,1997-02-17
40889.2645,20647,47478.3113333333,0,2926.06366666667,0.142628167723924,1997-02-18
36475.3357916667,18566,42558.01025,0,2536.79075,0.138530647668248,1997-02-19
33408.5056666667,17505,38761.37625,0,1996.051375,0.124717689455786,1997-02-20
31321.766625,16155,36331.7684583333,0,1570.0825,0.104729075573591,1997-02-21
30076.8040416667,16363,34589.1040416667,0,1266.73020833333,0.0942259814106051,1997-02-22
29806.335625,17137,33918.55175,0,1153.34858333333,0.0925664378044145,1997-02-23
29486.9105416667,17237,33743.0688333333,0,1075.68954166667,0.0891755951648373,1997-02-24
28828.16425,16751,33311.4740416667,0,969.617541666667,0.0814956568077082,1997-02-25
28300.6949166667,16627,32710.2125,0,896.391708333333,0.0779668569587153,1997-02-26
27945.7862916667,16585,33750.4479583333,0,887.957666666666,0.0790437871790702,1997-02-27
27560.1044583333,16341,34443.3223333333,0,851.50275,0.0766318259847596,1997-02-28
27421.8197916667,16617,34637.79725,0,801.96875,0.0747840883736188,1997-03-01
27724.7560833333,17386,34644.9119166667,0,797.049625,0.0772199794805768,1997-03-02
27703.3645833333,17324,34222.882125,0,782.497333333333,0.0753425512116259,1997-03-03
27516.3507083333,17162,33532.7355833333,0,737.005208333333,0.0711851513910495,1997-03-04
27205.2477083333,16673,32581.215125,0,686.332125,0.0654174238677973,1997-03-05
25783.9322916667,14764,31151.54875,0,509.791333333333,0.04723034895507,1997-03-06
23884.9932083333,12926,29198.5453333333,0,96.746125,0.00931887440954819,1997-03-07
21910.9104583333,11233,27194.3030833333,0,0,0,1997-03-08
20064.454375,9701,25202.7151666667,0,0,0,1997-03-09
18884.5333333333,9190,23696.4679583333,0,0,0,1997-03-10
18406.071625,9085,22853.6755,0,0,0,1997-03-11
17859.3747083333,8671,22264.1725,0,0,0,1997-03-12
17363.8959583333,8173,21932.9797083333,0,0,0,1997-03-13
16925.98925,7985,21544.995625,0,0,0,1997-03-14
16456.2652916667,7672,20838.0044583333,0,0,0,1997-03-15
15873.9837083333,7262,20206.6269583333,0,0,0,1997-03-16
15609.1921666667,7266,19808.5754583333,0,0,0,1997-03-17
16322.2875,7662,20141.0486666667,0,0,0,1997-03-18
18610.5544583333,7802,21466.329375,0,0,0,1997-03-19
19475.7745416667,6053,23198.88825,0,0,0,1997-03-20
17572.390125,4226,22372.3197916667,0,0,0,1997-03-21
16515.2190416667,5012,20504.1974166667,0,0,0,1997-03-22
17072.622,6192,20278.2255,0,0,0,1997-03-23
17129.7874166667,6054,20742.177625,0,0,0,1997-03-24
17248.2614166667,6424,20854.9528333333,0,0,0,1997-03-25
16868.5062916667,6328,20533.05975,0,0,0,1997-03-26
16613.7738333333,6463,20207.9669166667,0,0,0,1997-03-27
16663.3815416667,6814,21233.2650416667,0,0,0,1997-03-28
16110.5967916667,6254,20682.4319166667,0,0,0,1997-03-29
15524.239375,5980,19525.4636666667,0,0,0,1997-03-30
14867.0520833333,5444,18198.330625,0,0,0,1997-03-31
14491.7181666667,5453,18179.2135416667,0,0,0,1997-04-01
14048.011625,4730,17614.9205416667,0,0,0,1997-04-02
14075.1239166667,5027,16596.4022083333,0,0,0,1997-04-03
14092.250625,5397,16422.128875,0,0,0,1997-04-04
13787.302875,5069,16909.5375,0,0,0,1997-04-05
13241.9367083333,4419,16537.0065416667,0,0,0,1997-04-06
12316.4165,3568,15749.275625,0,0,0,1997-04-07
11596.5947083333,3395,14849.6535416667,0,0,0,1997-04-08
11269.1954166667,3396,13992.9390416667,0,0,0,1997-04-09
11009.3054583333,3223,13719.9869166667,0,0,0,1997-04-10
10818.3600833333,3167,13351.9393333333,0,0,0,1997-04-11
10734.857125,3245,13338.4035,0,0,0,1997-04-12
10471.5332916667,3149,12987.7445833333,0,0,0,1997-04-13
10158.5579166667,3085,12867.275125,0,0,0,1997-04-14
9815.187875,2884,12817.7897083333,0,0,0,1997-04-15
9488.29858333334,2861,12120.487875,0,0,0,1997-04-16
9304.916375,2624,11863.4732916667,0,0,0,1997-04-17
8954.896625,2276,11668.041375,0,0,0,1997-04-18
8460.32045833333,2005,11134.532875,0,0,0,1997-04-19
8381.50583333333,2323,10832.073375,0,0,0,1997-04-20
9113.17766666667,2928,11152.604125,0,0,0,1997-04-21
11420.72325,4533,12631.762375,0,0,0,1997-04-22
12659.7517083333,4593,14590.9085416667,0,0,0,1997-04-23
12800.1013333333,4680,15009.66975,0,0,0,1997-04-24
12292.751375,4121,15101.4619166667,0,0,0,1997-04-25
11964.3963333333,3954,14481.4417083333,0,0,0,1997-04-26
10879.342125,3224,13746.5527916667,0,0,0,1997-04-27
9342.745875,3030,12292.0325,0,0,0,1997-04-28
8486.62545833333,2865,11016.72925,0,0,0,1997-04-29
8370.82095833334,2939,10860.71275,0,0,0,1997-04-30
8392.25966666667,2905,10955.5512083333,0,0,0,1997-05-01
8711.51029166667,3078,11364.06275,0,0,0,1997-05-02
8610.93529166667,2766,11199.4679583333,0,0,0,1997-05-03
8414.38879166667,2685,10994.0250416667,0,0,0,1997-05-04
8454.45166666667,2556,10962.6925416667,0,0,0,1997-05-05
8237.098125,2393,10722.8729583333,0,0,0,1997-05-06
7955.323625,2385,10367.536,0,0,0,1997-05-07
7626.95979166667,2093,9948.4655,0,0,0,1997-05-08
7596.32104166667,2195,9831.87533333334,0,0,0,1997-05-09
7637.50904166667,2089,9903.74554166667,0,0,0,1997-05-10
7583.44370833333,1860,9852.479125,0,0,0,1997-05-11
7588.50733333333,1739,9920.450625,0,0,0,1997-05-12
7827.62679166667,1806,10125.1569583333,0,0,0,1997-05-13
8321.52333333333,1906,10644.0419166667,0,0,0,1997-05-14
8640.22991666667,1736,11189.5924166667,0,0,0,1997-05-15
8611.42545833333,1592,11241.9239166667,0,0,0,1997-05-16
8458.205875,1418,11089.3014583333,0,0,0,1997-05-17
8305.16716666667,1574,10662.3635,0,0,0,1997-05-18
8324.96991666667,1803,9988.27766666667,0,0,0,1997-05-19
8488.49233333333,1747,10248.674625,0,0,0,1997-05-20
8353.12766666667,1844,10581.2870416667,0,0,0,1997-05-21
8334.89270833333,2337,10693.0839166667,0,0,0,1997-05-22
8749.19679166667,3078,11076.1562083333,0,0,0,1997-05-23
9651.623375,3693,12235.2969166667,0,0,0,1997-05-24
10868.56275,4212,12938.19375,0,0,0,1997-05-25
12033.051125,4189,14157.680125,0,0,0,1997-05-26
12296.6815833333,4167,14768.0445,0,0,0,1997-05-27
13042.8419583333,4128,15092.382875,0,0,0,1997-05-28
13287.7839166667,4147,15542.3067916667,0,0,0,1997-05-29
12827.8033333333,3970,15503.381625,0,0,0,1997-05-30
12174.1635416667,3695,15017.4507083333,0,0,0,1997-05-31
11000,3412,13500,0,0,0,1997-06-01
10600,3606,13000,0,0,0,1997-06-02
10500,3685,13000,0,0,0,1997-06-03
10800,3546,13400,0,0,0,1997-06-04
11000,3353,13200,0,0,0,1997-06-05
12100,3215,13900,0,0,0,1997-06-06
12500,3822,14300,0,0,0,1997-06-07
11800,3643,13500,0,0,0,1997-06-08
11300,3134,13200,0,0,0,1997-06-09
10800,2791,13000,0,0,0,1997-06-10
11000,2365,13200,0,0,0,1997-06-11
11200,2551,13700,0,0,0,1997-06-12
11700,2960,14800,0,0,0,1997-06-13
12400,3246,14700,0,0,0,1997-06-14
13300,3452,15500,0,0,0,1997-06-15
14100,3623,16800,0,0,0,1997-06-16
15300,4116,17500,0,0,0,1997-06-17
15200,4980,17900,0,0,0,1997-06-18
14900,4630,16900,0,0,0,1997-06-19
14600,4442,16300,0,0,0,1997-06-20
14400,4272,15700,0,0,0,1997-06-21
14100,4183,15800,0,0,0,1997-06-22
13700,4092,15400,0,0,0,1997-06-23
13700,4170,15100,0,0,0,1997-06-24
13900,4243,15800,0,0,0,1997-06-25
13900,4329,16600,0,0,0,1997-06-26
14100,4333,16500,0,0,0,1997-06-27
14600,4517,16900,0,0,0,1997-06-28
15700,5141,18000,0,0,0,1997-06-29
17000,6217,19600,0,0,0,1997-06-30
17500,7150,20100,0,0,0,1997-07-01
17700,7294,20300,0,0,0,1997-07-02
17800,7349,20300,0,0,0,1997-07-03
18000,7200,20400,0,0,0,1997-07-04
18000,7325,20700,0,0,0,1997-07-05
17800,7223,20500,0,0,0,1997-07-06
17800,7282,20200,0,0,0,1997-07-07
17800,7400,19900,0,0,0,1997-07-08
17700,7518,19700,0,0,0,1997-07-09
17800,7594,20000,0,0,0,1997-07-10
18200,7935,20300,0,0,0,1997-07-11
18500,8235,20700,0,0,0,1997-07-12
18600,8281,20800,0,0,0,1997-07-13
18700,8513,21000,0,0,0,1997-07-14
18800,8514,21100,0,0,0,1997-07-15
18800,8590,20900,0,0,0,1997-07-16
18800,8418,20900,0,0,0,1997-07-17
19000,8443,21200,0,0,0,1997-07-18
19100,8712,21200,0,0,0,1997-07-19
19100,8654,21200,0,0,0,1997-07-20
19400,8717,21500,0,0,0,1997-07-21
19600,9181,21500,0,0,0,1997-07-22
19500,9242,21900,0,0,0,1997-07-23
19400,9027,21700,0,0,0,1997-07-24
19500,8977,21700,0,0,0,1997-07-25
19200,8887,21300,0,0,0,1997-07-26
19100,8652,21300,0,0,0,1997-07-27
19000,8862,21300,0,0,0,1997-07-28
18800,8712,21000,0,0,0,1997-07-29
18500,8587,20600,0,0,0,1997-07-30
18600,8645,20800,0,0,0,1997-07-31
18600,8753,20700,0,0,0,1997-08-01
18500,8861,20700,0,0,0,1997-08-02
18400,8643,20500,0,0,0,1997-08-03
18400,8606,20700,0,0,0,1997-08-04
18600,8603,20800,0,0,0,1997-08-05
19000,8815,21000,0,0,0,1997-08-06
19200,8968,21400,0,0,0,1997-08-07
19000,9063,21000,0,0,0,1997-08-08
18200,8962,20500,0,0,0,1997-08-09
17300,8335,20400,0,0,0,1997-08-10
16400,7849,19100,0,0,0,1997-08-11
15900,7017,18400,0,0,0,1997-08-12
15500,6554,17900,0,0,0,1997-08-13
15100,6177,17600,0,0,0,1997-08-14
14700,5760,16600,0,0,0,1997-08-15
14400,5641,16200,0,0,0,1997-08-16
14600,5516,16600,0,0,0,1997-08-17
14800,5677,17000,0,0,0,1997-08-18
14600,6295,16900,0,0,0,1997-08-19
14200,6613,16600,0,0,0,1997-08-20
14300,6533,16500,0,0,0,1997-08-21
15100,6011,17000,0,0,0,1997-08-22
15900,5990,18300,0,0,0,1997-08-23
16700,6326,19200,0,0,0,1997-08-24
17200,7272,19900,0,0,0,1997-08-25
17100,8033,20000,0,0,0,1997-08-26
16500,8007,19200,0,0,0,1997-08-27
15600,7308,18400,0,0,0,1997-08-28
14800,6403,17600,0,0,0,1997-08-29
14400,5837,16900,0,0,0,1997-08-30
14000,5589,16600,0,0,0,1997-08-31
13900,5388,16500,0,0,0,1997-09-01
13700,5129,16300,0,0,0,1997-09-02
13900,4641,16200,0,0,0,1997-09-03
14000,4524,16100,0,0,0,1997-09-04
14200,3958,16300,0,0,0,1997-09-05
14200,3785,16300,0,0,0,1997-09-06
13900,3461,16200,0,0,0,1997-09-07
13800,3048,16200,0,0,0,1997-09-08
13800,2909,15900,0,0,0,1997-09-09
13500,2846,16000,0,0,0,1997-09-10
12800,2619,15600,0,0,0,1997-09-11
12300,2742,14700,0,0,0,1997-09-12
12000,2898,14200,0,0,0,1997-09-13
11400,2890,13700,0,0,0,1997-09-14
11100,2704,13200,0,0,0,1997-09-15
11000,2938,12100,0,0,0,1997-09-16
11900,2391,12400,0,0,0,1997-09-17
12100,3053,13200,0,0,0,1997-09-18
11700,2965,12800,0,0,0,1997-09-19
11200,2750,12800,0,0,0,1997-09-20
10900,2572,12900,0,0,0,1997-09-21
10400,2449,12900,0,0,0,1997-09-22
9870,2457,12300,0,0,0,1997-09-23
9660,2469,11800,0,0,0,1997-09-24
9740,2352,11300,0,0,0,1997-09-25
10400,2345,12100,0,0,0,1997-09-26
10500,3115,12600,0,0,0,1997-09-27
10400,3342,12100,0,0,0,1997-09-28
11000,3352,12500,0,0,0,1997-09-29
11300,4073,12800,0,0,0,1997-09-30
11700,4257,12900,0,0,0,1997-10-01
11467.316,4981,13239.58,0,0,0,1997-10-02
11698.7095,5367,12961.478625,0,0,0,1997-10-03
11859.2818333333,5731,13743.8745,0,0,0,1997-10-04
11770.1854166667,5791,13992.5487083333,0,0,0,1997-10-05
11649.665375,5828,14020.7804583333,0,0,0,1997-10-06
11379.4480416667,5757,13125.281,0,0,0,1997-10-07
11307.4435,5945,13685.2586666667,0,0,0,1997-10-08
10969.1809583333,5729,13348.7790416667,0,0,0,1997-10-09
10714.6935,5688,13207.8995416667,0,0,0,1997-10-10
10879.3284166667,5916,12726.6027083333,0,0,0,1997-10-11
11442.554125,5969,14035.8997083333,0,0,0,1997-10-12
11582.9227083333,5370,14214.302625,0,0,0,1997-10-13
11204.05075,5150,13720.024375,0,0,0,1997-10-14
10579.7442916667,4855,12986.3951666667,0,0,0,1997-10-15
9873.30025,4412,12330.605375,0,0,0,1997-10-16
9358.73870833333,4018,11614.4412083333,0,0,0,1997-10-17
9051.17216666667,3825,11225.0899583333,0,0,0,1997-10-18
8813.76666666667,3813,11106.1735416667,0,0,0,1997-10-19
8563.40866666666,3735,10943.693,0,0,0,1997-10-20
8514.37025,3405,11148.6369583333,0,0,0,1997-10-21
8559.10583333333,3476,11165.161125,0,0,0,1997-10-22
8331.73108333333,3542,11709.5260416667,0,0,0,1997-10-23
8165.60945833333,3553,11826.22325,0,0,0,1997-10-24
7850.35075,3270,11903.6288333333,0,0,0,1997-10-25
7624.535125,3154,11229.6946666667,0,0,0,1997-10-26
7617.61279166667,2857,10311.9944583333,0,0,0,1997-10-27
8036.46116666667,3096,10147.69025,0,0,0,1997-10-28
8231.35829166667,3257,10552.9065416667,0,0,0,1997-10-29
8235.70191666667,3198,10598.632375,0,0,0,1997-10-30
8137.525125,3190,10535.269375,0,0,0,1997-10-31
8157.35329166667,3241,10433.675125,0,0,0,1997-11-01
8225.93395833333,3156,10740.0747916667,0,0,0,1997-11-02
8211.765875,3136,10632.3810416667,0,0,0,1997-11-03
8318.39675,3172,10590.0098333333,0,0,0,1997-11-04
8341.71695833333,3163,10703.1126666667,0,0,0,1997-11-05
8571.81933333333,3238,10800.31725,0,0,0,1997-11-06
8916.28433333333,3499,11274.8855833333,0,0,0,1997-11-07
9012.17945833333,3422,11785.0775833333,0,0,0,1997-11-08
8974.19675,3445,11716.0167916667,0,0,0,1997-11-09
8935.93604166667,3393,11522.2229583333,0,0,0,1997-11-10
9020.014375,3477,11447.0067083333,0,0,0,1997-11-11
9337.61925,3570,11783.0315416667,0,0,0,1997-11-12
9550.93716666667,3606,11961.2895,0,0,0,1997-11-13
9760.037625,3614,11829.7702083333,0,0,0,1997-11-14
10333.356,4006,12595.7129166667,0,0,0,1997-11-15
10961.9170416667,4207,12865.2824583333,0,0,0,1997-11-16
10823.8545,4350,13345.590625,0,0,0,1997-11-17
10898.156125,4254,13216.0076666667,0,0,0,1997-11-18
11466.1771666667,4244,13634.6224583333,0,0,0,1997-11-19
12112.9795,4287,14161.7492916667,0,0,0,1997-11-20
12199.0035833333,3873,14940.2563333333,0,0,0,1997-11-21
13504.150625,4721,15408.9786666667,0,13.9972916666667,0.00177672364300937,1997-11-22
13520.17275,3739,16196.081875,0,38.095375,0.00421023940423958,1997-11-23
12469.0282916667,3870,15339.9313333333,0,1.178875,0.000148825169597992,1997-11-24
11848.300875,4109,14639.1473333333,0,0,0,1997-11-25
11636.8435833333,4172,14138.5824583333,0,0,0,1997-11-26
12924.7427083333,3578,14712.7935833333,0,0,0,1997-11-27
18036.858,7166,18628.475125,0,257.493,0.0259927192161877,1997-11-28
23662.6815,7299,23857.5249583333,0,867.894041666667,0.0592962499456235,1997-11-29
21301.83375,3015,25279.0719166667,0,558.855208333333,0.0326611751107285,1997-11-30
18620.0461666667,2666,22463.6905416667,0,26.4699583333333,0.00194253307966003,1997-12-01
23675.410125,7340,23199.9419583333,0,760.191375,0.0533258014402269,1997-12-02
24959.344625,3979,27641.2155,0,1111.37491666667,0.0572203554853627,1997-12-03
20514.8496666667,2284,25051.2105833333,0,399.454916666667,0.0234886370939248,1997-12-04
17560.1118333333,3632,21017.2244583333,0,0,0,1997-12-05
16049.0982916667,4065,18945.9132916667,0,0,0,1997-12-06
15169.981375,4111,17832.435375,0,0,0,1997-12-07
15621.3077083333,3330,18704.3939583333,0,0,0,1997-12-08
21272.61675,7284,22706.0190416667,0,217.103416666667,0.0211896687724294,1997-12-09
27156.2625833333,9779,27700.9584583333,0,1119.34908333333,0.0773265482045836,1997-12-10
25290.4352083333,4180,29357.3255416667,0,1089.27429166667,0.056923642766769,1997-12-11
21252.753625,3693,25386.077375,0,378.378708333333,0.0243218801657041,1997-12-12
18966.1152083333,4279,22254.7870833333,0,0,0,1997-12-13
16891.6073333333,4238,19995.1539166667,0,0,0,1997-12-14
16531.8867083333,4025,19065.3765833333,0,0,0,1997-12-15
17331.14775,4315,20229.2839583333,0,0,0,1997-12-16
23039.0010833333,7691,22925.6090833333,0,552.661166666667,0.0424873552253148,1997-12-17
22584.7038333333,3509,26041.995875,0,751.359708333333,0.0430577061532906,1997-12-18
